"Jacqueline D. Reses > Square Financial Services, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 213 Connections,,
"Stacy, Michelle V.",iRobot Corporation - Independent Director,"iRobot Corporation (NasdaqGS:IRBT) (Leahy, John J.)"
"Stadler, William P.","Holliday Fenoglio Fowler, L.P. - Senior Managing Director of Hotel Group","FelCor Lodging Trust Incorporated (Hartung, Christopher J.)"
"Staes, James P.","CU Bancorp - Former Vice Chairman, Vice Chairman - California United Bank and Director - California United Bank","CU Bancorp (Rainer, David I.)"
"Stafford, Charlie","Interactive Advertising Bureau, Inc. - Member of Advertising Technology Council","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Stafford, John R.",Wyeth LLC - Former Chairman,"Honeywell International Inc. (NYSE:HON) (Ayer, William S.)"
"Stafford, Thomas P.",Corstone Capital Corp. - Senior Advisor,"Honeywell International Inc. (NYSE:HON) (Ayer, William S.)"
"Staglin, Garen K.","ExlService Holdings, Inc. - Independent Chairman of the Board","FTV Capital (O'Neill, Michael E.), FTV Capital (Shepherd, J. Michael), Nvoicepay, Inc. (Chen, David Y.), Silicon Valley Bank, Inc. (Wilcox, Kenneth Parmalee), SVB Financial Group (NasdaqGS:SIVB) (Wilcox, Kenneth Parmalee)"
"Stahel, Rolf ",Shire Finance Ltd. - Chief Executive Officer,"Shire plc (Clark, Ian T.)"
"Staheyeff, Nicholas P.",eBay International AG - Vice President,"Skype Global S.à r.l. (Bates, Anthony John)"
"Stahl, Günther K.",Catalyst Inc. - Former Member of European Advisory Board,"Catalyst Inc. (McGee, Liam E.)"
"Stahlberg, Jan Inge",Trelleborg AB (publ) - Independent Director,"EQT Partners AB (Ekholm, E. Börje)"
"Staley, Warren R.","OSP, LLC - Founder & Non Executive Chairman","PACCAR Inc (NasdaqGS:PCAR) (Parry, Robert T.), Target Corporation (NYSE:TGT) (Knauss, Donald R.), Target Corporation (NYSE:TGT) (Stumpf, John G.), U.S. Bancorp (NYSE:USB) (Hartnack, Richard C.), U.S. Bancorp, Prior to being Acquired by First Bank System, Inc. (Sznewajs, Robert D.)"
"Stall, Gabriele Katharina",McKesson Europe AG - Former Member of the Supervisory Board,"McKesson Europe AG (HMSE:CLS1) (Beer, James A.)"
"Stamas, Stephen ","American Assembly, The - Trustee","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Standish, Thomas R.","Electric Reliability Council Of Texas, Inc - Director","Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Standley, John T.",Rite Aid Corporation - Former CEO & Director,"SUPERVALU INC. (Francis, Philip L.)"
"Stanfield, Michael",Federal Home Loan Bank of Seattle - Former Member of Affordable Housing Advisory Council,"Federal Home Loan Bank of Seattle (Gore, Carol ), Federal Home Loan Bank of Seattle (Mooney, Michael Mark)"
"Stanford, Steven ",WebBank Inc. - Senior VP & CFO,"WebBank Inc. (Goodwin, Lewis B.)"
"Stanger, Douglas G.","Prime Alliance Bank, Inc. - Former Executive VP & CFO","Prime Alliance Bank, Inc. (Harding, Gary )"
"Stanger, Gregory S.","ICONIQ Capital, LLC - General Partner","Chegg, Inc. (NYSE:CHGG) (Sarnoff, Richard )"
"Stankard, Francis X.",LXE LLC - Former Director,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Stankey, John T.","Warner Media, LLC - Former Chief Executive Officer","Warner Media, LLC (Meyer, Barry M.)"
"Stankey, Michael A.","Workday, Inc. - Vice Chairman of the Board","Workday, Inc. (NasdaqGS:WDAY) (Yang, Chih-Yuan )"
"Stanley Esq., Deirdre ","Thomson U.S. Holdings, Inc. - Vice President and Secretary","Consolidated Edison Company of New York, Inc. (Evans, J. Michael ), Consolidated Edison, Inc. (NYSE:ED) (Evans, J. Michael )"
"Stanley, Heidi B.",Avista Corporation - Independent Director,"Avista Corporation (NYSE:AVA) (Holley, Rick R.), Golf Savings Bank (Donegan, Robert C.), Sterling Financial Corporation (Donegan, Robert C.), Sterling Savings Bank (Donegan, Robert C.)"
"Stansbury, H. Tayloe",Coupa Software Incorporated - Independent Director,"Ariba Inc. (Son, Masayoshi )"
"Stanton, David B.",SUEZ Water Resources Inc. - Former President of Utility Business,"SouthWest Water Company (Jones, William D.)"
"Stanton, Frank ",Carnegie Institution for Science - Former Trustee Emeritus,"Capital Income Builder (MutualFund:CIRF.X) (Berenato, Joseph C.)"
"Stanton, John","Credit Union Executives Society, Inc. - Former Chairman","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Stanton, John William",Trilogy International Partners Inc. - Co-Founder & Chairman,"Costco Wholesale Corporation (NasdaqGS:COST) (Galanti, Richard A.)"
"Stanton, Ronald P.","Trammo, Inc. - Chairman Emeritus","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Stanton, William E.",BP Fly Corporation - Former Director,"Beacon Power, LLC (Deutch, Philip Joseph)"
"Staples, Scott",First Advantage Corporation - Chief Executive Officer,"Mindtree Limited (NSEI:MINDTREE) (Scalise, George Martin)"
"Starbuck-Gertler, JoJo","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Starcher, Diana Lynn",Wells Fargo & Company - Head of Customer Connection,"Wells Fargo Bank, National Association (Craver, Theodore F.), Wells Fargo Bank, National Association (Stumpf, John G.)"
"Staren, Edgar D.","Cancer Treatment Centers of America, Inc. - President and Chief Executive Officer of Medicine & Science","Tallwave, LLC (Vallee, Roy A.)"
"Stark M.D., Roger A.",Overlake Hospital Medical Center - Former Trustee,"Overlake Hospital Medical Center (Cleveland, Tom)"
"Stark, Jay","Vubiquity, Inc. - Co-Founder","Vubiquity, Inc. (Levinsohn, Ross B.)"
"Stark, Phyllis",Overlake Hospital Medical Center - Trustee,"Overlake Hospital Medical Center (Cleveland, Tom)"
"Starnes, Michael S.","M.S. Carriers, LLC - Chairman of the Board, Chief Executive Officer and President","Swift Transportation Company (Bryan, Glynis A.)"
"Starr, Kevin P.","Decibel Therapeutics, Inc. - Founder and Chairman","Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO) (Clark, Ian T.)"
"Starr, Loren Michael","Invesco Advisers, Inc. - CFO & Director","Janus Capital Group, Inc. (Parry, Robert T.)"
"Stathopoulos, Nikolaos ",BC Partners - Partner,"Apax Partners LLP (Fitzsimons, Paul )"
"Staubach, Roger T.","Jones Lang LaSalle Americas, Inc. - Executive Chairman","American Airlines Group Inc. (NasdaqGS:AAL) (Beer, James A.), American Airlines, Inc. (Beer, James A.)"
"Stauch, John L.","Pentair plc - President, CEO & Director","Pentair plc (NYSE:PNR) (Bryan, Glynis A.)"
"Stauffer, Cathy A.","Beverages & More, Inc. - Independent Chairman","FLIR Systems, Inc. (NasdaqGS:FLIR) (Adler Lundgren, Tamara L.)"
"Stavropoulos, Andreas ",Threshold Ventures - Partner,"Doppelganger, Inc. (Levinsohn, Ross B.)"
"Stavropoulos, Nickolas ",Colonial Gas Company - Director,"American Gas Association (Glynn, William C.)"
"Stearns, Jonathan","i2 Capital Group, Inc. - Chief Investment Officer","GlobalScholar, Inc. (Shaffer, David H.)"
"Steck, Debra Lynn","FS Bancorp, Inc. - Former Executive Vice President of Home Lending Operations - 1St Security Bank of Washington","Golf Savings Bank (Donegan, Robert C.)"
"Steckel, Marie-Monique",Central European Media Enterprises Ltd. - Former Director,"Central European Media Enterprises Ltd. (NasdaqGS:CETV) (Stahl, Christian )"
"Sted, Charles A.","Sotera Wireless, Inc. - Director","Hawai'i Pacific University (Ho, Peter S.), Hawai'i Pacific University (O'Neill, Michael E.)"
"Stedman, John",Highway 12 Ventures - Member of the Advisory Board,"Highway 12 Ventures (Wilson, Barbara L.)"
"Steeg, Nickolas W. Vande",Ingersoll Rand Inc. - Former Independent Director,"Trimble Inc. (NasdaqGS:TRMB) (Ekholm, E. Börje)"
"Steel, Brian A. C.","Renewable Energy Trust Capital, Inc. - Senior Advisor","Pandora Media, Inc. (Sarnoff, Richard )"
"Steel, Robert K.",Perella Weinberg Partners LP - Partner,"Wells Fargo & Company (NYSE:WFC) (Craver, Theodore F.), Wells Fargo & Company (NYSE:WFC) (Stumpf, John G.)"
"Steele, Elisa A.","Namely, Inc. - Chairperson of the Board","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Steele, James ","Yext, Inc. - President & Chief Revenue Officer","DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Steele, Michael A.",Glenborough Realty Trust Inc. - Chief Operating Officer and Executive Vice President,"Glenborough Realty Trust Inc. (Blum, Richard Charles)"
"Steele, Patrick Scott","Blumberg Capital, L.L.C. - Advisor","Highway 12 Ventures (Wilson, Barbara L.)"
"Steele, Patrick Storm",Starbuck Tisdale & Associates - Former Executive Vice President of Marketing and Director,"Starbuck Tisdale & Associates (Herbert, James H.)"
"Steele, Robert A.",Beam Suntory Inc. - Director,"Kellogg Company (NYSE:K) (Knauss, Donald R.)"
"Steenland, Douglas Mark","Compass Airlines, Inc. - Chairman of The Board","Northwest Airlines, LLC (Blum, Richard Charles)"
"Steffens, John Laundon","Spring Mountain Capital, LP - Founder & Senior Managing Director","Aozora Bank, Ltd. (TSE:8304) (Son, Masayoshi )"
"Stegemeier, Richard Joseph","Health Net, Inc. - Former Director","Health Net, Inc. (Craver, Theodore F.), Pacific Enterprises Inc. (Jones, William D.), San Diego Gas & Electric Company (Jones, William D.), Southern California Gas Company (Jones, William D.)"
"Steger, Ronald R.",Global Eagle Entertainment Inc. - Independent Director,"Global Eagle Entertainment Inc. (NasdaqCM:ENT) (Sondag, Eric R.)"
"Steil Ph.D., Benn","Council on Foreign Relations, Inc. - Director of International Economics and Senior Fellow","SWX Europe Holdings Limited (Fitzsimons, Paul )"
"Stein Jr., Martin E.",Regency Centers Corporation - Executive Chairman of the Board,"Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Stein Ph.D., Jeremy C.",BlueMountain Capital Management LLC - Consultant,"Board of Governors of the Federal Reserve System (Hymas, Scott L.), Board of Governors of the Federal Reserve System (Shepherd, J. Michael), Board of Governors of the Federal Reserve System (Yellen, Janet Louise)"
"Stein, Alfred J.","Philips Semiconductors, Inc. - Chairman of the Board and Chief Executive Officer","ESS Technology, Inc. (Ng, Dominic )"
"Stein, Bruce L.",aXiomatic eSports - Chief Executive Officer,"Mattel, Inc. (NasdaqGS:MAT) (Ng, Dominic )"
"Stein, Clint E.","Columbia Banking System, Inc. - CEO, President & Director","Albina Community Bancorp (OTCPK:ACBC.Q) (Skaff, Daniel Lawrence), Albina Community Bank (Skaff, Daniel Lawrence), Columbia Banking System, Inc. (NasdaqGS:COLB) (Dressel, Melanie J.), Columbia State Bank (Dressel, Melanie J.)"
"Stein, Isaac ","Maxygen, Inc. - Executive Chairman & CFO","American Balanced Fund (MutualFund:ABAL.X) (Jones, William D.), International Growth and Income Fund (MutualFund:IGAA.X) (Jones, William D.), The Income Fund of America (MutualFund:IFAF.X) (Jones, William D.)"
"Stein, Martin A.","Lynx Photonic Networks, Inc. - Director","Bank of Hawaii Corporation (NYSE:BOH) (Ho, Peter S.), Bank of Hawaii Corporation (NYSE:BOH) (O'Neill, Michael E.)"
"Stein, Michael","ALM Media Properties, LLC - Member of Editorial Advisory Board -Real Estate Florida","ALM Media Properties, LLC (Uriarte, Marcelo Gigliani)"
"Stein, Michael Alan",Fred Hutchinson Cancer Research Center - Member of the Board of Ambassadors,"Nordstrom Credit Inc. (Nordstrom, Blake W.), Nordstrom, Inc. (NYSE:JWN) (Nordstrom, Blake W.)"
"Stein, Peter John","PFSweb, Inc. - Independent Director","The Advertising Council, Inc. (Bain, Adam )"
"Stein, Richard A.",BANA Holding Corporation - Former Director,"LaSalle Bank Midwest National Association (McGee, Liam E.), LaSalle Bank National Association (McGee, Liam E.)"
"Stein, Robert William",Talcott Resolution Life Insurance Company - Independent Director,"Talcott Resolution Life Insurance Company (McGee, Liam E.)"
"Stein, Sarah Elizabeth",Hall Capital Partners LLC - Managing Partner & Board Member,"Hall Capital Partners LLC (Hall, Katheryn Ann)"
"Steinberg, Bruce D.",Dendy Partners Limited - Founding Principal,"HIT Entertainment Limited (Stahl, Christian )"
"Steinberg, Jeremy ","Yieldmo, Inc. - Chief Revenue Officer","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Steindorf, Roland",Kabel Deutschland Holding AG - Former Chairman and Chief Executive Officer,"Vodafone Kabel Deutschland GmbH (Fitzsimons, Paul )"
"Steiner, Donald J.","Behavioral Health Holdings I, Inc. - Executive Director","Trusted Media Brands, Inc. (Durbin, Dean D.)"
"Steiner, Eugen ",BioStratum Incorporated - Chairman and Chief Executive Officer,"Biotage AB (OM:BIOT) (Ekholm, E. Börje)"
"Steinfeld, Allan","NYC & Company, Inc. - Former Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Steinhafel, Gregg W.",The Toro Company - Independent Director,"Target Corporation (NYSE:TGT) (Knauss, Donald R.), Target Corporation (NYSE:TGT) (Stumpf, John G.)"
"Steinkrauss, Robert A.","Ipswitch, Inc. - Independent Director","GeoTrust, Inc. (Chen, David Y.)"
"Steinour, Stephen D.","Huntington Bancshares Incorporated - Chairman, President & CEO","Keane Inc., Prior to Merger with Caritor, Inc. (Leahy, John J.)"
"Stelzer, Ken ","Baton Holding, LLC - CFO, Treasurer & Head of Investor Relations","Baton Holding, LLC (Stahl, Christian )"
"Stemberg, Thomas G.","Staples, Inc. - Former Co-founder","Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje), PetSmart, Inc. (Francis, Philip L.)"
"Stempeck, Brian J.","The Trade Desk, Inc. - Chief Strategy Officer & Director","The Advertising Council, Inc. (Bain, Adam )"
"Stenberg Ph.D., Olle ",Swedish Algae Factory AB - Chairman,"AB Chalmersinvest (Ekholm, E. Börje)"
"Stender, Oswald K.","Hawaiian Electric Industries, Inc. - Former Director","Pacific Capital Funds - Growth and Income Fund (Ho, Peter S.)"
"Stengel, James R.","The Jim Stengel Company, LLC - President and Chief Executive Officer","MarketShare Partners LLC (Levinsohn, Ross B.)"
"Stenico, Sandra",Catalyst Inc. - Former Member of European Advisory Board,"Catalyst Inc. (McGee, Liam E.)"
"Stento, Gregory V.","HarbourVest Partners, LLC - Managing Director","TPG Capital, L.P. (Blum, Richard Charles)"
"Stephans, Lydia","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Stephens FCA, Brian Robert",Norman Broadbent plc - Independent Senior Non-Executive Director,"Apax Partners LLP (Fitzsimons, Paul )"
"Stephenson, Carol M.",General Motors Company - Independent Director,"Catalyst Inc. (McGee, Liam E.)"
"Stephenson, Charles R.","Energy Technology Partners, LLC - Member of Strategic Advisory Board","NGP Energy Technology Partners (Deutch, Philip Joseph)"
"Stephenson, H. Howard",Bank of Hawaii Corporation - Former Director,"Bank of Hawaii Corporation (NYSE:BOH) (Ho, Peter S.), Bank of Hawaii Corporation (NYSE:BOH) (O'Neill, Michael E.)"
"Stephenson, Vivian Mary","AAA Northern California, Nevada & Utah - Director","AAA Northern California, Nevada & Utah (Collins, Paula Robinson), CSAA Insurance Exchange (Collins, Paula Robinson)"
"Stepp, Catherine L.",Freddie Mac - Former Director,"Freddie Mac (OTCPK:FMCC) (Hartnack, Richard C.)"
"Sterba, Jeffry E.","TNP Enterprises, Inc. - Chairman, President & CEO","Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Sterman CPA, Burton N.",First Commerce Bancorp - Former Director,"Bank of Los Angeles (Boeka, Adriana M.)"
"Stern Ph.D., David F.","TerraVia Holdings, Inc. - Former Member of Scientific Advisory Board","TerraVia Holdings, Inc. (Clark, Ian T.)"
"Stern, Daniel Hennelly",Reservoir Capital Group - Co-Chief Executive Officer and Chairman,"Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Stern, Howard S.","Canpartners IV 222 Kearny, LLC - President of Hudson Pacific Properties Inc","Hudson Pacific Properties, Inc. (NYSE:HPP) (Wong, Andrea L.)"
"Stern, Mike",Xtreme Labs Inc. - Director of Financial Services and Business Development,"Xtreme Labs Inc. (Palihapitiya, Chamath )"
"Stern, Mitchell ",DIRECTV Holdings LLC - Director,"Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Stern, Peter C.","Spectrum Management Holding Company, LLC - Former Chief Product, People & Strategy Officer and Executive VP","Trusted Media Brands, Inc. (Durbin, Dean D.)"
"Stern, Robert A.","Amarantus BioScience Holdings, Inc. - Member of Scientific Advisory Board","Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Sternberg, Scott",National Association of Television Program Executives - Former Director,"National Association of Television Program Executives (Wong, Andrea L.)"
"Sternberg, Seymour ",The New York and Presbyterian Hospital - Trustee,"NYC2012, Inc. (Shepherd, J. Michael)"
"Sternschein, Evan ","Discovery Communications Holding, LLC - Executive Vice President of Advertising Sales","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Stetson, David B.","NEHP, Inc. - Director","Dealer Dot Com, Inc. (Uriarte, Marcelo Gigliani)"
"Steuert, Douglas Michael",Weyerhaeuser Company - Independent Director,"Weyerhaeuser Company (NYSE:WY) (Holley, Rick R.)"
"Stevens J.D., Timothy J.","QuinStreet, Inc. - Senior Vice President","Doppelganger, Inc. (Levinsohn, Ross B.)"
"Stevens, Andrew John",AIM Aviation Limited - Chairman,"CAE Inc. (TSX:CAE) (Renaud, Paul G.)"
"Stevens, Daniel C.","Rabobank, National Association - Former Chief Operating Officer","Bank of Hawaii (Ho, Peter S.), Bank of Hawaii (O'Neill, Michael E.), Bank of Hawaii Corporation (NYSE:BOH) (Ho, Peter S.), Bank of Hawaii Corporation (NYSE:BOH) (O'Neill, Michael E.)"
"Stevens, Daniel L.","First Financial Northwest, Inc. - Independent Chairman of the Board","Federal Home Loan Bank of Seattle (Gore, Carol ), Federal Home Loan Bank of Seattle (Mooney, Michael Mark)"
"Stevens, David Wayne",El Paso Electric Company - Former Chief Executive Officer and Director,"Cascade Natural Gas Corporation (Pugh, Mary E.)"
