"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Taylor, David ","Theranos, Inc. - CEO & General Counsel","Theranos, Inc. (Kissinger, Henry Alfred), Theranos, Inc. (Shultz, George Pratt)"
"Taylor, Dick","Londen Insurance Group, Inc. - Member of National Advisory Board","Londen Insurance Group, Inc. (Lewis, Andrew )"
"Taylor, George R.","Flathead Electric Cooperative, Inc. - President and Trustee","Nielsen Holdings plc (NYSE:NLSN) (Hasker, Stephen John), Syratech Corporation (Hunt, Gregory William)"
"Taylor, Jodi L.","The Container Store Group, Inc. - CFO, Chief Administrative Officer & Secretary","The Container Store Group, Inc. (NYSE:TCS) (Sokoloff, Jonathan D.)"
"Taylor, John ",CVC Capital Partners Limited - Industrial Adviser,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Taylor, Keith D.","Equinix, Inc. (REIT) - Chief Financial Officer","Equinix, Inc. (Rachleff, Andrew S.), Equinix, Inc. (Volpi, Michelangelo A. ), Equinix, Inc. (REIT) (NasdaqGS:EQIX) (Rachleff, Andrew S.), Equinix, Inc. (REIT) (NasdaqGS:EQIX) (Volpi, Michelangelo A. )"
"Taylor, Matthew ",NV Bekaert SA - Former Director,"Edwards Group Limited (Brenneman, Gregory Dean)"
"Taylor, Maxwell D.","Lincoln Center for the Performing Arts, Inc. - Former President","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Taylor, Randy L.","Multimedia Games Holding Company, Inc. - CFO, Executive VP, Treasurer & Director","Citadel Broadcasting Corporation (Forstmann, Theodore J.), Citadel Broadcasting Corporation (Horbach, Sandra J.), Citadel Broadcasting Corporation (Wright, Doreen A.)"
"Taylor, Ray ","SugarSync, Inc. - Member of Board of Advisors","SugarSync, Inc. (Stavropoulos, Andreas )"
"Taylor, Roger Eugene",First Horizon National Corporation - Director,"Bank of America Corporation (NYSE:BAC) (Anderson, Robert E.)"
"Taylor, Ryan ",Alternative Investment Management Association - Member of the Board of Directors,"Alternative Investment Management Association (Lorne, Simon Michael)"
"Taylor, Sam S.","OTC Direct, Inc. - Chief Executive Officer and President","OTC Direct, Inc. (Horbach, Sandra J.)"
"Taylor, Steve",General Aviation Manufacturers Association - Chairman,"General Aviation Manufacturers Association (Flynn, Larry R.)"
"Taylor, Susan ","Pure Storage, Inc. - Independent Director","Pure Storage, Inc. (NYSE:PSTG) (Volpi, Michelangelo A. )"
"Taysom, John G.","Northern Light Group, LLC - Director","Equinix, Inc. (Rachleff, Andrew S.), Equinix, Inc. (Volpi, Michelangelo A. ), Equinix, Inc. (REIT) (NasdaqGS:EQIX) (Rachleff, Andrew S.), Equinix, Inc. (REIT) (NasdaqGS:EQIX) (Volpi, Michelangelo A. )"
"Tedder Esq., David L.",Beaufort Memorial Hospital - Secretary and Trustee,"Beaufort Memorial Hospital (House, David C.)"
"Tedesco, Michael A.","Modern Bank, N.A. - President, CFO & Director","Modern Bank, N.A. (House, David C.), Modern Financial, Inc. (House, David C.)"
"Teeter, Robert M.",Kaydon Corporation - Former Director,"Browning-Ferris Industries, Inc. (Brenneman, Gregory Dean)"
"Teffner, Carrie W.","Crocs, Inc. - Former Executive Vice President of Finance & Strategic Projects","Crocs, Inc. (NasdaqGS:CROX) (Wright, Doreen A.)"
"Teh, Kok Peng ",GIC Special Investments Pte. Ltd. - Director,"China International Capital Corporation Limited (SEHK:3908) (Bonderman, David )"
"Teixeira Alvares, Henrique ",NEO Gestão de Recursos Ltda. - Founding Partner,"CVC Brasil Operadora e Agência de Viagens S.A. (BOVESPA:CVCB3) (Horbach, Sandra J.)"
"Tejada, Jennifer G.","PagerDuty, Inc. - CEO & Chair of the Board","The Estée Lauder Companies Inc. (NYSE:EL) (De Rothschild, Lynn Forester)"
"Tejani, Anand","TPG Capital, L.P. - Partner","Cushman & Wakefield plc (NYSE:CWK) (Coslet, Jonathan J.)"
"Telles, Cynthia Ann",Kaiser Permanente Inc. - Director,"General Motors Company (NYSE:GM) (Bonderman, David ), Motors Liquidation Company (Bonderman, David )"
"Telles, Marcel Hermann","3G Capital, Inc. - Co-Founder, Founding Partner and Board Member","Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Teltschik, Horst",Basel Institute Of Commons And Economics Limited - Member of Advisory Board,"Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Temple CPA, Christopher M.",DelTex Capital - Founder and President,"Aegis Communications Group, Inc. (Weston, Josh S.)"
"Temple, Jonathan ",The Riverside Company - Operating Partner,"Host Analytics, Inc. (Simoudis, Evangelos)"
"Templin, Roy W.","XPO CNW, Inc. - Chairman and Lead Non-Management Director","Armstrong World Industries, Inc. (NYSE:AWI) (Bonderman, David )"
"Tenderich Ph.D., Burghardt ","Kno, Inc. - Member of Educator Advisory Board","Kno, Inc. (Andreessen, Marc Lowell)"
"Tener, James R.","Brook Mays Music Company, Inc. - Former President, Chief Operating Officer and Director","TSA Stores, Inc. (Sokoloff, Jonathan D.)"
"Tennenbaum, Michael Ernest",Caribbean Capital & Consultancy Corp. - Chairman,"Boys & Girls Clubs of America, Inc. (Powell, Colin L.)"
"Tenneson, Bill",CampusCE Corporation - Director,"Fios, A DTI Company (Stevens, Timothy J.)"
"Teodorani-Fabbri, Eduardo",CNH Industrial N.V. - Former Director,"Exor N.V. (BIT:EXO) (Volpi, Michelangelo A. )"
"Teodorani-Fabbri, Pio",Exor N.V. - Honorary Chairman,"Exor N.V. (BIT:EXO) (Volpi, Michelangelo A. )"
"Teplukhin, Pavel Mikhailovich","Limited Liability Company ""Deutsche Bank"" - Chief Country Officer for Russia and Head Executive Director","VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Terasawa, Koichi","ITA Holdings, Inc. - President ","ITA Holdings, Inc. (Simoudis, Evangelos)"
"Terbeek, Mark H.",Greycroft Partners LLC - Partner,"DramaFever Corp. (Levinsohn, Ross B.), Kollective Technology Inc. (Andreessen, Marc Lowell), Kollective Technology Inc. (Campbell, William V.), Kollective Technology Inc. (Homer, Michael)"
"Terrell, Richard L.",General Motors Company - Former Vice Chairman,"General Motors Company (NYSE:GM) (Bonderman, David )"
"Tesler, Lawrence ","Stagecast Software, Inc. - Director and President","RichRelevance, Inc. (Stavropoulos, Andreas )"
"Tesoriere, Steve Vincent","Oaktree Capital Management, L.P. - MD & Co-Portfolio Manager","SunEdison, Inc. (Boyce, Richard W.), SunEdison, Inc. (Coulter, James George), SunEdison, Inc. (Danhakl, John G.)"
"Tessien, Cynthia Evans",Inmar Holdings Inc. - Director,"Inmar Holdings Inc. (Klinsky, Steven Bruce)"
"Tessler, Lenard Billy","Cerberus Capital Management, L.P. - Vice Chairman","Avon Products, Inc. (NYSE:AVP) (Scully, James S.), SUPERVALU INC. (Besanko, Bruce H.)"
"Teti, Peter James",Alberta Investment Management Corporation - Senior Vice President of Private Equity and Relationship Investing,"Bloom Energy Corporation (NYSE:BE) (Powell, Colin L.)"
"Teufel, Christian",freenet AG - Former Member of the Supervisory Board,"freenet AG (DB:FNTN) (Bonderman, David ), Mobilcom AG (Bonderman, David )"
"Teunissen, Ernst J.","TripAdvisor, Inc. - Senior VP, CFO & Treasurer","TripAdvisor, Inc. (NasdaqGS:TRIP) (Singh Cassidy, Sukhinder )"
"Tevanian Jr., Avadis ",Elevation Partners - Co-Founder and Managing Director,"Theranos, Inc. (Kissinger, Henry Alfred), Theranos, Inc. (Shultz, George Pratt)"
"Thacker, Troy W.",W3 Holdings LLC - Chief Executive Officer and Director,"Global Indemnity Limited (NasdaqGS:GBLI) (Leat, Chad A.)"
"Thain, John Alexander",GSVentures - Chairman,"Uber Technologies, Inc. (Bonderman, David )"
"Tharmaratnam, Anand ",IQVIA Holdings Inc. - President & Head of Asia-Pacific,"Quintiles Transnational Corp. (Coslet, Jonathan J.)"
"Thau CPA, Irving J.",EastWest VentureGroup - Former Chief Financial Officer,"American Vanguard Corporation (NYSE:AVD) (Clark, Lawrence S.)"
"Thaw, Lee Copley",International Rescue Committee - Director,"International Rescue Committee (Forstmann, Theodore J.), International Rescue Committee (Kissinger, Henry Alfred), International Rescue Committee (Weston, Josh S.)"
"Thayer, Marilyn","Londen Insurance Group, Inc. - Member of National Advisory Board","Londen Insurance Group, Inc. (Lewis, Andrew )"
"Theis, Robert I.","Garnett & Helfrich Capital - Founder, Partner and Managing Partner","BrightRoll Inc. (Simoudis, Evangelos)"
"Theobald, Carl ","RichRelevance, Inc. - Chief Executive Officer and President","RichRelevance, Inc. (Stavropoulos, Andreas )"
"Theobald, Thomas Charles","Chicago Growth Partners, LLC - Senior Advisor","Align Aerospace LLC (Sloan, Stuart M.), Anixter International Inc. (NYSE:AXE) (Sloan, Stuart M.)"
"Theofilos, Jason ",Mundo Inc. - CEO & Director,"Mundo Inc. (Levinsohn, Ross B.)"
"Theriault, Timothy John","OCA Venture Partners, LLC - Strategic Advisor","Vitamin Shoppe, Inc. (NYSE:VSI) (Archbold, Michael G.)"
"Thet, Zaw ",Signia Venture Partners - Partner and Managing Partner,"4INFO, Inc. (Stavropoulos, Andreas ), RichRelevance, Inc. (Stavropoulos, Andreas )"
"Thiam, Cheick Tidjane",Credit Suisse Group AG - Former CEO & Member of the Executive Board,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Thiel, Peter Andreas",Palantir Technologies Inc. - Co-Founder & Chairman,"Facebook, Inc. (NasdaqGS:FB) (Andreessen, Marc Lowell), TransferWise Ltd. (Horowitz, Benjamin A.)"
"Thiele, Michael I.",Regent Inns PLC - Former Operations Director and Director,"Bechtel Corporation (Shultz, George Pratt)"
"Thiele-Sardiña, Roy ","HighBar Management, LLC - Managing Partner and Co-founder","Clustrix, Inc. (Heiliger, Jonathan G.), Vyatta, Inc. (Rolnick, Michael P.), Zettaset, Inc. (Stavropoulos, Andreas )"
"Thiemann, Klaus",D+S Europe AG - Chairman of the Supervisory Board,"freenet AG (DB:FNTN) (Bonderman, David ), Mobilcom AG (Bonderman, David )"
"Thierer, Mark A.",Catamaran Corporation - Former Chairman and Chief Executive Officer,"OptumRx PBM Of Illinois, Inc. (Klinsky, Steven Bruce)"
"Thimjon, Kevin","Just Marketing, Inc. - Chief Administrative Officer and Chief Financial Officer","Just Marketing, Inc. (Moss, Bryan T.)"
"Thingelstad, Jamie ","SPS Commerce, Inc. - Senior VP & CTO","8thBridge, Inc. (Simoudis, Evangelos)"
"Thiry, Kent J.",DaVita Inc. - Former Executive Chairman,"Oxford Health Plans, LLC (Bonderman, David ), Oxford Health Plans, LLC (Coslet, Jonathan J.), Oxford Health Plans, LLC (Coulter, James George)"
"Tholen, James A.","Clarabridge, Inc. - Director","Millennial Media Inc. (Levinsohn, Ross B.)"
"Thoma, Helmut ",freenet AG - Chairman of Supervisory Board,"freenet AG (DB:FNTN) (Bonderman, David ), Mobilcom AG (Bonderman, David )"
"Thomas MBA, Ernest T.",Blue Ocean Biomedical LLC - Former President,"Tower International, Inc. (NYSE:TOWR) (Chabraja, Nicholas D.)"
"Thomas, Bide L.",Rush University Medical Center - Life Trustee,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.)"
"Thomas, Cherryl T.","Armstrong World Industries, Inc. - Independent Director","Armstrong World Industries, Inc. (NYSE:AWI) (Bonderman, David )"
"Thomas, Danny","St. Jude Children's Research Hospital, Inc. - Founder","St. Jude Children's Research Hospital, Inc. (Burman, Terry Lee)"
"Thomas, David Earl",Sailing Capital Advisors (HK) Limited - Managing Director and Partner,"HP Inc. (NYSE:HPQ) (Andreessen, Marc Lowell)"
"Thomas, David M.","Fortune Brands Home & Security, Inc. - Lead Independent Director","IMS Health Holdings, Inc. (Danhakl, John G.)"
"Thomas, Franklin A.",Nokia of America Corporation - Former Lead Director,"CBS Broadcasting Inc. (Kissinger, Henry Alfred), PepsiCo, Inc. (NasdaqGS:PEP) (Boyce, Richard W.)"
"Thomas, Gesine ",freenet AG - Former Member of Supervisory Board,"freenet AG (DB:FNTN) (Bonderman, David )"
"Thomas, Gibu ","SugarSync, Inc. - Co-Founder","SugarSync, Inc. (Stavropoulos, Andreas )"
"Thomas, H. Andre","Wireless Ingenuity, LLC - Founder and Chief Executive Officer","Verizon Americas Inc. (Shultz, George Pratt)"
"Thomas, James E.","Thomas, McNerney & Partners - Partner","Warburg Pincus LLC (Frey, Dale F.)"
"Thomas, Larry E.","Guitar Center, Inc. - Former Chief Executive Officer of Guitar Center Music Education Foundation","Fender Musical Instruments Corporation (Gilbertson, Scott R.)"
"Thomas, Laura W.",Pareteum Corporation - Interim CFO & VP of Corporate Development,"XO Holdings, Inc. (Forstmann, Nicholas C.), XO Holdings, Inc. (Horbach, Sandra J.)"
"Thomas, Lee M.","Airgas, Inc. - Independent Director","Georgia-Pacific LLC (Bell, Thomas D.), Regal Entertainment Group (Bell, Thomas D.)"
"Thomas, Marlo",The Paley Center for Media - Trustee Emeritus,"The Paley Center for Media (Kissinger, Henry Alfred)"
"Thomas, Peter S.","American Century Quantitative Equity Funds, Inc. - Income & Growth Fund","Theranos, Inc. (Kissinger, Henry Alfred), Theranos, Inc. (Shultz, George Pratt)"
"Thomas, Sandra","First Avenue Networks Inc. - Former CFO, Principal Accounting Officer, Vice President, Secretary and Treasurer","Value America Inc. (Roche, Gerard R.)"
"Thomas-Graham, Pamela A.",The Bank of N.T. Butterfield & Son Limited - Independent Non-Executive Director,"Norwegian Cruise Line Holdings Ltd. (NYSE:NCLH) (Leat, Chad A.)"
"Thomassee, Cynthia ",Francesca's Holdings Corporation - Executive VP & CFO,"Francesca's Holdings Corporation (NasdaqGS:FRAN) (Brenneman, Gregory Dean)"
"Thompson Jr., James R.",Winston & Strawn LLP - Senior Chairman of Chicago office and Partner,"Anadarko Holding Company (Lewis, Andrew ), Hollinger International Publishing Inc. (Kissinger, Henry Alfred), Hollinger International Publishing Inc. (Strauss, Robert S.), Sun-Times Media Group Inc. (Kissinger, Henry Alfred), Sun-Times Media Group Inc. (Strauss, Robert S.)"
"Thompson M.D. , Patricia",Beaufort Memorial Hospital - Vice-Chair of Board of Trustees,"Beaufort Memorial Hospital (House, David C.)"
"Thompson, Barton","Trident Capital, Inc. - Member of CleanTech Scientific Advisory Board","Trident Capital, Inc. (Simoudis, Evangelos)"
"Thompson, Bruce","MonoSphere, Inc. - Member of Advisory Board","MonoSphere, Inc. (Rolnick, Michael P.)"
"Thompson, Christopher M. T.",Jacobs Engineering Group Inc. - Lead Independent Director,"Jacobs Engineering Group Inc. (NYSE:JEC) (Levinson, Linda Fayne)"
"Thompson, Clive",Rentokil Initial plc - Former Director,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Thompson, David Gary",Georgia Power Company - Former Director,"Georgia Power Company (Burns, Mark L.)"
"Thompson, Donald ",Royal Caribbean Cruises Ltd. - Independent Director,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.), The Northern Trust Company (Chabraja, Nicholas D.)"
"Thompson, E. Earle",SanDisk LLC - Chief Intellectual Property Counsel,"SanDisk LLC (Campbell, William V.)"
"Thompson, G. Kennedy","Aquiline Capital Partners LLC - Partner, Principal & Executive Advisor","HP Inc. (NYSE:HPQ) (Andreessen, Marc Lowell), Teach For America, Inc. (Drexler, Millard S.)"
"Thompson, G. Mark",The Kroger Co. - Former President,"The Kroger Co. (NYSE:KR) (Sargent, Ronald L.)"
"Thompson, H. Brian","GTT Communications, Inc. - Founder & Executive Chairman","Pendrell Corporation (OTCPK:PCOA) (Sloan, Stuart M.), Penske Automotive Group, Inc. (NYSE:PAG) (Penske, Roger S.)"
"Thompson, John David","American Express Global Business Travel Nippon Travel Agency, Inc. - Chief Information and Technology Officer","The Western Union Company (NYSE:WU) (Levinson, Linda Fayne)"
"Thompson, John Munro",Philips Malaysia Sdn. Bhd. - Vice-Chairman the Supervisory Board and Secretary of Supervisory Board,"The Hertz Corporation (Levinson, Linda Fayne)"
"Thompson, John R.",Norfolk Southern Corporation - Independent Director,"Norfolk Southern Corporation (NYSE:NSC) (Bell, Thomas D.)"
"Thompson, John Wendell",Lightspeed Venture Partners - Venture Partner,"Seagate Technology plc (NasdaqGS:STX) (Bonderman, David ), Seagate Technology plc (NasdaqGS:STX) (Coulter, James George), Teach For America, Inc. (Drexler, Millard S.), Veritas Software Technology Corporation (Bonderman, David ), Veritas Software Technology Corporation (Coulter, James George)"
"Thompson, Kurt B.","Oxford Health Plans, LLC - Former Executive Vice President and Chief Financial Officer","Oxford Health Plans, LLC (Bonderman, David ), Oxford Health Plans, LLC (Coslet, Jonathan J.), Oxford Health Plans, LLC (Coulter, James George)"
"Thompson, Mark G.","Affymax, Inc. - CFO & Secretary","MarketTools, Inc. (Rolnick, Michael P.)"
"Thompson, Mark R.","Wood and Huston Bancorporation, Inc. - President, CEO & Director","New Media Investment Group Inc. (NYSE:NEWM) (Danhakl, John G.)"
"Thompson, Matthew A.",Adobe Inc. - Executive Vice President of Worldwide Field Operations,"Appirio Inc. (Stevens, Timothy J.), NCR Corporation (NYSE:NCR) (Levinson, Linda Fayne)"
"Thompson, Max",Realogy Brokerage Group LLC - Chairman of Salt Lake City -Based Operations and CEO of Lake City-Based Operations,"NRT LLC (Hunt, Gregory William)"
"Thompson, Peter B.","Bizible, Inc. - Co-Founder & CTO","TiVo Solutions Inc. (Homer, Michael)"
"Thompson, Samme L.",American Tower Corporation (REIT) - Independent Director,"CNO Financial Group, Inc. (NYSE:CNO) (Wright, Doreen A.)"
"Thompson, Scott ","Tuition.io, Inc. - Chief Executive Officer","Altaba Inc. (NasdaqGS:AABA) (Levinsohn, Ross B.), Splunk Inc. (NasdaqGS:SPLK) (Conte, David F.), Zuora, Inc. (NYSE:ZUO) (Volpi, Michelangelo A. )"
"Thompson, Scott L.","Tempur Sealy International, Inc. - Chairman of the Board, CEO & President","Asbury Automotive Group, Inc. (NYSE:ABG) (Ryan-Berman, Bridget M.), Tempur Sealy International, Inc. (NYSE:TPX) (Sarvary, Mark A.)"
"Thompson, Simon ",Royal Mail plc - Independent Non-Executive Director,"Laser Holdings Limited (Levinson, Linda Fayne)"
"Thomson, Kathy","Tribune Publishing Company, Inc. - Chief Operating Officer","Los Angeles Times Communications, LLC (Levinsohn, Ross B.)"
"Thomson, Sarah Jane",Addictive Interactive Ltd. - Joint Chief Executive Officer and Director,"Ebiquity plc (AIM:EBQ) (Greenlees, Michael Edward)"
"Thomson, Stephen",Addictive Interactive Ltd. - Director of Technology and Director,"Ebiquity plc (AIM:EBQ) (Greenlees, Michael Edward)"
"Thomson, Todd S.",Long Ridge Equity Partners LLC - Industry Advisor & Member of Financial Services Advisory Board,"Citigroup Alternative Investments LLC (Leat, Chad A.)"
