Joseph Saul Steinberg > Jefferies Financial Group Inc. (NYSE:JEF) > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors),,
,,
1st Degree Table: 329 Connections,,
"Popeo J.D., R. Robert","Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C. - Chairman & President","John Hancock Financial Services, Inc. (Benson, James Michael), John Hancock Life Insurance Company, Inc. (Benson, James Michael)"
"Popky CPA, Daniel H.","ASHINC Corporation - Former Chief Financial Officer, Principal Accounting Officer and Senior Vice President","Florida East Coast Industries, LLC (Jordan, James Edward)"
"Popoff, Frank Peter",American Express Company - Senior Adviser,"American Express Company (NYSE:AXP) (Robinson, James D.)"
"Porcher, Julien","Bye Aerospace, Inc. - Member of Strategic Advisory Council","Bye Aerospace, Inc. (Janzen, Howard E.)"
"Porrello, Kenneth",Steppenwolf Theatre Company - Trustee,"Steppenwolf Theatre Company (Bowlin, John D.)"
"Port, Larry Neil",MassMutual Capital Partners LLC - Former President,"Scottish Re Group Limited (Joyal, Robert E.)"
"Porteous, William D.",RRE Ventures LLC - General Partner & COO,"RRE Ventures LLC (Robinson, James D.)"
"Porter III, John F.","The Glenmede Trust Company, N.A. - Director","Meridian Bancorp, Inc. (Erving, Julius W.)"
"Porter III, T. William",Porter Hedges LLP - Chairman Emeritus,"Metals USA, Inc. (Davis, Eugene Irwin), U.S. Concrete, Inc. (NasdaqCM:USCR) (Davis, Eugene Irwin)"
"Porter, Brian Johnston","The Bank of Nova Scotia - President, CEO & Director","Scotiabank Capital Trust (Thomas, Barbara Susan), The Bank of Nova Scotia (TSX:BNS) (Thomas, Barbara Susan)"
"Porter, David ",AB Electrolux (publ) - Independent Director,"AB Electrolux (publ) (OM:ELUX B) (Lupo, John S.)"
"Porter, Emma Graeber",NYU Langone Hospital-Brooklyn - Chair of Board of Trustees,"NYU Lutheran Medical Center (Luterman, Gerald )"
"Porter, John A.","Industrial Electric Mfg, Inc. - Former Chairman and Chief Executive Officer","Verizon Business Global LLC (MacKlin, Gordon S.)"
"Porter, John Edward",The Brookings Institution - Trustee,"The Brookings Institution (Robinson, James D.)"
"Porter, John M.","AffiniPay, LLC - Chief Financial Officer","Astrotech Corporation (NasdaqCM:ASTC) (MacKlin, Gordon S.)"
"Porter, Lloyd Anthony",PMI Mortgage Insurance Company Limited - Executive Managing Director and Chief Operating Officer,"American Overseas Group Limited (OTCPK:AORE.F) (Abell, Keith Wayne)"
"Porter, Michael E.",Initiative for a Competitive Inner City - Founder and Chairman of the Board,"Ceridian Corporation (Foley, William Patrick), Ceridian Corporation (Jaeckel, Scott L.), FBI Wind Down, Inc. (Hussey, Kent J.)"
"Porter, Milton R.",Mahalo Energy Ltd. - Former Chief Financial Officer and Vice President of Finance,"Prime Meridian Resources Corp. (Joklik, G. Frank)"
"Portera, Vito S.",HSBC USA Inc. - Former Senior Executive Vice President,"Republic Bank of New York (Keil, Jeffrey Craig), The St. Joe Company (NYSE:JOE) (Berkowitz, Bruce Robert), The St. Joe Company (NYSE:JOE) (Keil, Jeffrey Craig)"
"Portes, Richard",Warburg Pincus LLC - Member of Economic and Business Advisory Board,"Warburg Pincus LLC (Tanner, David Allen)"
"Portillo, Michael ",Kerr-McGee Corporation - Director,"BAE Systems plc (LSE:BA.) (Hollick, Clive R.)"
"Portner, Lawrence J.",Kronos Incorporated - Director,"Kronos Incorporated (Chu, Chinh E.)"
"Porto, Bryan D.","RJD Green, Inc. - Director","Market Planning Solutions Inc. (Bumgarner, John C.)"
"Porzezh, Paul","Alliant Insurance Services, Inc. - Former Chief Financial Officer","Alliant Insurance Services, Inc. (Chu, Chinh E.)"
"Posner, Daniel E.",Golub Capital LLC - Head of Opportunistic Credit,"Kid Brands, Inc. (OTCPK:KIDB.Q) (Rovit, Hugh R.)"
"Post III, Glen F.",Embarq Corporation - President & CEO,"CenturyLink, Inc. (NYSE:CTL) (Storey, Jeffrey K.), Level 3 Parent, LLC (Storey, Jeffrey K.)"
"Post, Edward T.","RockShox, Inc. - Director","RockShox, Inc. (Jordan, John Weaver)"
"Post, Per-Ola ",Husqvarna AB (publ) - Former Deputy Director,"Husqvarna AB (publ) (OM:HUSQ B) (Lumley, David R.)"
"Post, Richard A.",CSW Research Ltd. - Director,"Assured Guaranty Municipal Holdings Inc. (Byrne, John Joseph), Assured Guaranty Municipal Holdings Inc. (Cochran, Robert Phillips), Assured Guaranty Municipal Holdings Inc. (Kemp, Karl Thomas)"
"Post, William Joseph","Greener Capital Management, LLC - Advisor and Chairman of Board of Advisors","Freeport Minerals Corporation (Durham, G. Robert)"
"Poste, George H.",Health Technology Networks - Chief Executive Officer,"Cellmark Forensics, Inc. (Davis, Eugene Irwin)"
"Posthauer, James A.",Municipal Securities Rulemaking Board - Former Director,"Municipal Securities Rulemaking Board (Cochran, Robert Phillips)"
"Postma, Richard L.",Macatawa Bank Corporation - Independent Chairman of the Board,"One Communications Corp. (Janzen, Howard E.)"
"Postman, Alexandra S.","Martha Stewart Living Omnimedia, Inc. - Former Editor-in-Chief of Body & Soul","Martha Stewart Living Omnimedia, Inc. (Goldstein, Michael )"
"Potash, Warren ",ATX Communications Inc. - Director,"NTL (Triangle) LLC (Schubert, Scott E.), NTL (Triangle) LLC (Thompson, H. Brian), Virgin Media Inc. (Schubert, Scott E.)"
"Potgieter, Mark","Green Waste Energy, Inc. - Vice President of Manufacturing & Construction and Non-Executive Director","Green Waste Energy, Inc. (Clark, Howard L.)"
"Potiker, Lowell ",Sanford Burnham Prebys Medical Discovery Institute - Trustee,"Sanford Burnham Prebys Medical Discovery Institute (Cunningham, William H.)"
"Potloff, Philip ","Edmunds.com, Inc. - Former Chief Digital Officer","Edmunds.com, Inc. (Gilbert, Steven J.)"
"Potokin, Jon ","Darby Overseas Investments, Ltd. - Managing Director of Finance & Administration","Darby Overseas Investments, Ltd. (Lubar, Sheldon Bernard)"
"Potrzebowski CPA, Jeffrey ",Great Lakes Chemical Corporation - Former Chief Financial Officer and Senior Vice President,"Remy International, Inc. (Foley, William Patrick)"
"Potter M.D., Hollis G.",Hospital for Special Surgery - Chairman of Department of Radiology & Imaging and Member of The Board of Trustees,"Hospital for Special Surgery, Inc. (Benson, James Michael)"
"Potter, Myrtle S.","Genentech, Inc. - Consultant","Medco Health Solutions, Inc. (Goldstein, Michael )"
"Potter, Randal R.","Nautilus, Inc. - Former Chief Marketing Officer","Nautilus, Inc. (NYSE:NLS) (Siegert, Marvin G.)"
"Pottow, V. Frank",GCP Capital Partners LLC - Managing Director,"Hercules Offshore, Inc. (Davis, Eugene Irwin)"
"Pottruck, David S.",Red Eagle Ventures - Chief Executive Officer and Chairman,"Serve Virtual Enterprises, Inc. (Robinson, James D.)"
"Potts, David B.","ARRIS International Limited - Executive VP, CFO & Chief Accounting Officer","ARRIS International plc (NasdaqGS:ARRS) (Craig, John Anderson)"
"Potts, David T.",Wm Morrison Supermarkets PLC - Chief Executive & Executive Director,"Tesco PLC (LSE:TSCO) (Reid, David Edward)"
"Potvin, Jean-Charles ","Murchison Minerals Ltd. - Chairman, President & CEO","Polaris Infrastructure Inc. (TSX:PIF) (Gilmore, Robert Russell)"
"Poulden, Richard O’Dell",Wishbone Gold Plc - Chairman & CEO,"Sirius Minerals Plc (LSE:SXX) (Catlow, Christopher James), Sirius Minerals Plc (LSE:SXX) (Scrimshaw, Russell John)"
"Poulos, Perry",Duff Capital Advisors - Chief Operating Officer,"Duff Capital Advisors (Roger, Robin )"
"Poulsen, Dennis C.",The Payden & Rygel Investment Group - Payden Equity Income Fund,"Rose Hills Company (Chu, Chinh E.)"
"Poulssen, Roger ",Maxion Wheels Inc. - Former CFO & VP,"Maxion Wheels Inc. (Cunningham, William H.)"
"Poupart-Lafarge, Olivier",Institut français des relations internationales - Director,"Bouygues SA (ENXTPA:EN) (Pélisson, Gilles Christian Gérard), Société BIC SA (ENXTPA:BB) (Pélisson, Gilles Christian Gérard), Télévision Française 1 SA (ENXTPA:TFI) (Pélisson, Gilles Christian Gérard)"
"Poupelle, Pascal ",Calyon Bank Czech Republic A.S. - Deputy Chief Executive Officer of Corporate Coverage,"Assured Guaranty Municipal Holdings Inc. (Byrne, John Joseph), Assured Guaranty Municipal Holdings Inc. (Cochran, Robert Phillips), Assured Guaranty Municipal Holdings Inc. (Kemp, Karl Thomas)"
"Pourre, Catherine ",Crédit Agricole S.A. - Independent Director,"Neopost S.A. (ENXTPA:NEO) (Bourigeaud, Bernard André Joseph)"
"Poutrel, Jean-Jacques",Ingenico Iberia S.L. - Chairman,"Ingenico Group - GCS (ENXTPA:ING) (Bourigeaud, Bernard André Joseph)"
"Poutrel, Thibault ",WitchBird SAS - Member of Advisory Board,"Ingenico Group - GCS (ENXTPA:ING) (Bourigeaud, Bernard André Joseph)"
"Pouyat, Alain ",Télévision Française 1 Société anonyme - Former Executive Vice President of Information Systems & New Technologies and Director,"Télévision Française 1 SA (ENXTPA:TFI) (Pélisson, Gilles Christian Gérard)"
"Pouzet, Marc ",Crédit du Maroc S.A. - Former Member of Supervisory Board,"Amundi Asset Management (Cumming, Ian M.), Amundi Asset Management (Glaubinger, Lawrence D.), Amundi Asset Management (Nichols, Jesse Clyde)"
"Povarenkin, Siman V.",GPM Asia Limited - Founder,"Saddleback Corporation Ltd. (Pearce, Stephen W.)"
"Povey, Michael George",Surefire Resources NL - Independent Non-Executive Technical Director,"Cape Lambert Resources Limited (ASX:CFE) (Burston, Ian Fred)"
"Powanda, Douglas S",Peregrine Systems Inc.,"Peregrine Systems Inc. (Hirschfield, Alan J.)"
"Powell CPA, Leslie S.",Gryphon Investors Inc - Executive Advisor,"Gryphon Investors Inc (Bowlin, John D.)"
"Powell, Christopher ","Guidance Software, Inc. - Former Interim Chief Financial Officer, Chief Accounting Officer and Vice President of Finance","UBM plc (Hollick, Clive R.)"
"Powell, Jack","SolarBridge Technologies, Inc. - Vice President of Operations","SolarBridge Technologies, Inc. (Ruch, Joshua )"
"Powell, James L.",AEP Texas Inc. - Director,"AEP Texas Inc. (Lawless, Robert W.)"
"Powell, Kendall J.",Federal Reserve Bank of Minneapolis - Former Chairman of the Board,"Catalyst Inc. (Wagoner, G. Richard)"
"Powell, Mike ",Morgan Joseph TriArtisan LLC - Former Director,"Morgan Joseph TriArtisan LLC (Fulvio, Gennaro John)"
"Powell, Richard","Evergreen-Agra, Inc. - Former Advisor and Director","Evergreen-Agra, Inc. (Kunz, Daniel James)"
"Powell, Scott E.","Santander Consumer USA Holdings Inc. - Former President, CEO & Director","Santander Consumer USA Holdings Inc. (NYSE:SC) (Holiday, Edith E.)"
"Powell, Stephen Michael",Hartz International Inc. - Managing Director,"Creat Resources Holdings Limited (Tanner, David Allen)"
"Powell, William P.",CONSOL Energy Inc. - Independent Chairman,"International Executive Service Corps (Clark, Howard L.)"
"Power, Mike ",RIT Capital Partners plc - Non-Executive Independent Director,"St. James's Place plc (LSE:STJ) (Sorkin, Michael)"
"Power, Una M.",The Bank of Nova Scotia - Independent Director,"Scotiabank Capital Trust (Thomas, Barbara Susan), The Bank of Nova Scotia (TSX:BNS) (Thomas, Barbara Susan)"
"Powers, Brian Mark",Hellman & Friedman LLC - Senior Advisor and Chairman Emeritus,"Advanstar, Inc. (Quella, James Andrew), ProSiebenSat.1 Media SE (XTRA:PSM) (Hollick, Clive R.)"
"Powers, Dennis H.",The Boys' Club of New York - Trustee,"The Boys' Club of New York (Clark, Howard L.)"
"Powers, Larry K.","Metals USA, Inc. - Director","Metals USA, Inc. (Davis, Eugene Irwin)"
"Powers, Peter James",ArcelorMittal USA LLC - Director,"The Partnership for New York City, Inc. (Robinson, James D.)"
"Powers, Pike ","Fulbright & Jaworski, LLP - Partner","RateGenius, Inc. (Cunningham, William H.)"
"Powers, Robert P.","ALLETE, Inc. - Independent Director","AEP Texas Inc. (Lawless, Robert W.)"
"Powers, Scott Francis","Old Mutual Capital, Inc. - Co-Chairman","BrightSphere Investment Group plc (NYSE:BSIG) (Ritchie, James J.), Old Mutual Capital, Inc. (Parker, Bruce Gilbert)"
"Powis O.C., Alfred",Sun Life Financial Inc. - Former Director,"FQM (Akubra) Inc. (Mara, Thomas Edward)"
"Pownall, Lindsey ",Tesco PLC - Independent Non-Executive Director,"Tesco PLC (LSE:TSCO) (Reid, David Edward)"
"Poynter, Jane ","World View Enterprises, Inc. - Co-Founder & Strategic Advisor","Paragon Space Development Corporation (Tringali, Donald J.), World View Enterprises, Inc. (Tringali, Donald J.)"
"Poynton, John Hartley",Azure Capital Pty Ltd. - Co-Founder and Executive Chairman,"Azure Capital Pty Ltd. (Barnaba, Mark Bradley), Brookfield Australia Investments Group (Warburton, Sharon Lee), Eastern Goldfields Limited (ASX:EGS) (Forrest, John Andrew Henry), Poynton and Partners (Barnaba, Mark Bradley), WestNet Infrastructure Group Pty Ltd (Pearce, Stephen Thomas) and 1 Other Connection"
"Pozen, Robert Charles",The Experiment Fund - Venture Partner,"Nielsen Holdings plc (NYSE:NLSN) (Hollick, Clive R.), Nielsen Holdings plc (NYSE:NLSN) (Quella, James Andrew), Nielsen Holdings plc (NYSE:NLSN) (Schoen, Scott A.), Perella Weinberg Partners LP (Fulvio, Gennaro John), The Nielsen Company B.V. (Schoen, Scott A.)"
"Poznar, Matthew James",Talcott Resolution Life and Annuity Insurance Company - Director,"Talcott Resolution Life Insurance Company (Repasy, Christine Hayer)"
"Prabhakar, Suresh",Pacific Basin Shipping Limited - Director of Operations,"Pacific Basin Shipping Limited (SEHK:2343) (Friedman, Brian Paul)"
"Prabhu Ph.D., Krish A.","Siris Capital Group, LLC - Executive Partner","ADVA Optical Networking North America, Inc. (Bourigeaud, Bernard André Joseph), ADVA Optical Networking SE (XTRA:ADV) (Bourigeaud, Bernard André Joseph), Freescale Semiconductor, Ltd. (Chu, Chinh E.), Freescale Semiconductor, Ltd. (Quella, James Andrew), NXP USA, Inc. (Chu, Chinh E.) and 3 Other Connections"
"Prager, Joshua","Best Doctors, Inc. - Former Member of Medical Advisory Board","Best Doctors, Inc. (Varvaris, John)"
"Prahalad, Coimbatore Krishnarao","Autonomy Virage, Inc. - Former Other Key Executive","NCR Corporation (NYSE:NCR) (Chu, Chinh E.)"
"Prakash, Chandra B.",Polar Molecular Holding Corp. - Vice President and Director,"Polar Molecular Holding Corp. (Davis, Eugene Irwin)"
"Prasad, Panda Madhu Sudana Siva",Reliance Industries Limited - Executive Director,"Global Cloud Xchange Limited (Davis, Eugene Irwin)"
"Prater, Joe","Bye Aerospace, Inc. - Former Member of Strategic Advisory Council","Bye Aerospace, Inc. (Janzen, Howard E.)"
"Pratt Jr., John A.",Hudson Valley Holding Corp. - Former Vice Chairman,"Hudson Valley Bank, N.A. (Schenk, Joseph Arthur), Hudson Valley Holding Corp. (Schenk, Joseph Arthur)"
"Pratt, David B.","Plumtree Software, Inc. - Director","National Council of Young Men's Christian Associations of the United States of America (Malcolm, Steven J.)"
"Pratt, David C.",Gander Outdoors - Chairman of the Board,"United Industries Corporation (Brizius, Charles A.), United Industries Corporation (Johnston, Daniel J.), United Industries Corporation (Jones, David A.), United Industries Corporation (Lewis, Randal D.), United Industries Corporation (Schoen, Scott A.)"
"Pratt, Gregory A.",Carpenter Technology Corporation - Independent Chairman,"Ceridian Corporation (Foley, William Patrick), Ceridian Corporation (Jaeckel, Scott L.)"
"Pratt, John W.",John Hancock Income Securities Trust - Former Trustee,"John Hancock Income Securities Trust (NYSE:JHS) (Cunningham, William H.), John Hancock Investors Trust (NYSE:JHI) (Cunningham, William H.)"
"Pratt, Keith E.",McGrath RentCorp - Executive VP & CFO,"Advanced Fibre Communications, Inc. (Ianna, Frank )"
"Pratt, Warren C.","Graphics Properties Holdings, Inc. - Former Chief Operating Officer and Executive Vice President","Graphics Properties Holdings, Inc. (Davis, Eugene Irwin)"
"Prazak, Martin D.","Espernet.com Inc. - President, Chief Executive Officer and Director","Espernet.com Inc. (Chu, Chinh E.)"
"Preda, Nick G.","DURA Automotive Systems, LLC - Former Executive Vice President of Special Projects","DURA Automotive Systems, LLC (Gilbert, Steven J.)"
"Predeval , Luigi",TowerBrook Capital Partners L.P. - Member of the Management Advisory Board,"TowerBrook Capital Partners L.P. (Gilbert, Steven J.), TowerBrook Capital Partners L.P. (Gladstein, Gary S.)"
"Preiser, David A.","Houlihan Lokey, Inc. - Co-President, Senior MD of Financial Restructuring Group & Director","Jos. A Bank Clothiers Inc. (Gladstein, Gary S.), Jos. A Bank Clothiers Inc. (Matthews, Norman S.)"
"Preisser, Victor","American LegalNet, Inc. - Chairman of the Board","The Schwan Food Company, Inc. (Bowlin, John D.)"
"Premdas, Perry W.",Balchem Corporation - Independent Director,"Celanese Corporation (NYSE:CE) (Chu, Chinh E.), Celanese Corporation (NYSE:CE) (Quella, James Andrew), Celanese Services Germany GmbH (Chu, Chinh E.)"
"Prendergast, Franklyn G.","Cancer Genetics, Inc. - Independent Director","Medibio Limited (ASX:MEB) (Pearce, Stephen Thomas)"
"Prendiville B.Com, Peter",St John of God Health Care Inc - Member of Governing Board,"Tourism Western Australia (Gaines, Elizabeth Anne)"
"Prentiss, Kelly ","Torqued-Up Energy Services, Inc. - Chief Executive Officer and President","WebLink Wireless, Inc. (Davis, Eugene Irwin)"
"Presby, John Thomas",World Fuel Services Corporation - Former Independent Director,"Invesco Ltd. (NYSE:IVZ) (Wagoner, G. Richard)"
"Preseau CPA, Charles Gean","ICI Mutual Insurance Company, a Risk Retention Group - VP & CFO","Ally Financial Inc. (NYSE:ALLY) (Wagoner, G. Richard), General Motors Investment Management Corporation (Wagoner, G. Richard)"
"Presperin, Peter Walter","Catlin, LLC - Chief Financial Officer","Scottish Re Group Limited (Joyal, Robert E.)"
"Press, Clifford ",Letitia Corporation - Chairman of the Board and President,"High Voltage Engineering Corporation (Davis, Eugene Irwin)"
"Press, Eric L.","Apollo Global Management, Inc. - Senior Partner of Private Equity","ADT Inc. (NYSE:ADT) (Tanner, David Allen), Affinion Group Holdings, Inc. (OTCPK:AFGR) (Williams, Thomas Arthur), Affinion Group, Inc. (Williams, Thomas Arthur), Affinion Loyalty Group, Inc. (Williams, Thomas Arthur), Metals USA, Inc. (Davis, Eugene Irwin) and 2 Other Connections"
